0,0
0.033,0
0.067,0
0.1,0
0.133,0
0.166,0
0.2,0
0.233,0
0.267,0
0.3,0
0.332,0
0.366,0
0.4,0
0.433,0
0.465,0
0.5,0
0.532,0
0.567,0
0.6,0
0.633,0
0.666,0
0.7,0
0.733,0
0.766,0
0.799,0
0.833,0
0.866,0
0.9,0
0.932,0
0.966,0
0.999,0
1.033,0
1.067,0
1.1,0
1.133,0
1.167,0
1.2,0
1.233,0
1.267,0
1.3,0
1.333,0
1.367,0
1.4,0
1.433,0
1.467,0
1.5,0
1.533,0
1.567,0
1.6,0
1.633,0
1.667,0
1.7,0
1.733,0
1.767,0
1.8,0
1.833,0
1.867,0
1.9,0
1.933,0
1.967,0
2,0
2.033,0
2.067,0
2.1,0
2.133,0
2.167,0
2.2,0
2.233,0
2.267,0
2.3,0
2.333,0
2.367,0
2.4,0
2.433,0
2.467,0
2.5,0
2.533,0
2.567,0
2.6,0
2.633,0
2.667,0
2.7,0
2.733,0
2.767,0
2.8,0
2.833,0
2.866,0
2.9,0
2.933,0
2.966,0
3,0
3.033,0
3.066,0
3.1,0
3.133,0
3.166,0
3.2,0
3.233,0
3.266,0
3.3,0
3.333,0
3.366,0
3.4,0
3.433,0
3.466,0
3.5,0
3.533,0
3.566,0
3.6,0
3.633,0
3.666,0
3.7,0
3.733,0
3.766,0
3.8,0
3.833,0
3.866,0
3.9,0
3.933,0
3.966,0
4,0
4.032,0
4.066,0
4.1,0
4.133,0
4.165,0
4.199,0
4.233,0
4.266,0
4.3,0
4.332,0
4.366,0
4.399,0
4.433,0
4.465,0
4.5,0
4.532,0
4.566,0
4.6,0
4.633,0
4.665,0
4.699,0
4.733,0
4.766,0
4.8,0
4.832,0
4.866,0
4.899,0
4.933,0
4.965,0
5,0
5.032,0
5.066,0
5.1,0
5.133,0
5.165,0
5.199,0
5.233,0
5.266,0
5.3,0
5.332,0
5.366,0
5.399,0
5.433,0
5.465,0
5.5,0
5.532,0
5.566,0
5.6,0
5.633,0
5.665,0
5.699,0
5.733,0
5.766,0
5.8,0
5.832,0
5.866,0
5.899,0
5.933,0
5.965,0
6,0
6.032,0
6.066,0
6.1,0
6.133,0
6.165,0
6.199,0
6.233,0
6.266,0
6.3,0
6.332,0
6.366,0
6.399,0
6.433,0
6.465,0
6.5,0
6.532,0
6.566,0
6.6,0
6.633,0
6.665,0
6.699,0
6.733,0
6.766,0
6.8,0
6.832,0
6.866,0
6.899,0
6.933,0
6.965,0
7,0
7.032,0
7.066,0
7.1,0
7.133,0
7.165,0
7.199,0
7.233,0
7.266,0
7.3,0
7.332,0
7.366,0
7.399,0
7.433,0.1
7.465,0.1
7.5,0.1
7.532,0.1
7.566,0.1
7.6,0.1
7.633,0.1
7.665,0.1
7.699,0.1
7.733,0.1
7.766,0.1
7.8,0.1
7.832,0.1
7.866,0.1
7.899,0.1
7.933,0.1
7.965,0.1
7.999,0.1
8.033,0.1
8.066,0.1
8.1,0.1
8.133,0.1
8.166,0.1
8.2,0.1
8.233,0.1
8.266,0.1
8.3,0.1
8.333,0.1
8.366,0.1
8.4,0.1
8.433,0.1
8.466,0.1
8.5,0.1
8.533,0.1
8.566,0.1
8.6,0.1
8.633,0.1
8.666,0.1
8.7,0.1
8.733,0.1
8.766,0.1
8.8,0.1
8.833,0.1
8.866,0.1
8.9,0.1
8.933,0.1
8.966,0.1
9,0.1
9.033,0.1
9.066,0.1
9.1,0.1
9.133,0.1
9.166,0.1
9.2,0.2
9.233,0.2
9.266,0.2
9.3,0.2
9.333,0.2
9.366,0.2
9.4,0.2
9.433,0.2
9.466,0.2
9.5,0.2
9.533,0.2
9.566,0.2
9.6,0.2
9.633,0.2
9.666,0.2
9.7,0.2
9.733,0.2
9.766,0.2
9.8,0.2
9.833,0.2
9.866,0.2
9.9,0.2
9.933,0.2
9.966,0.2
10,0.2
10.033,0.2
10.066,0.2
10.1,0.2
10.133,0.2
10.166,0.2
10.2,0.2
10.233,0.2
10.266,0.2
10.3,0.2
10.333,0.2
10.366,0.2
10.4,0.2
10.433,0.2
10.466,0.2
10.5,0.2
10.533,0.2
10.566,0.2
10.6,0.2
10.633,0.2
10.666,0.2
10.7,0.2
10.733,0.2
10.766,0.2
10.8,0.2
10.833,0.2
10.866,0.2
10.9,0.2
10.933,0.2
10.966,0.2
11,0.2
11.033,0.2
11.066,0.2
11.1,0.2
11.133,0.2
11.166,0.2
11.2,0.2
11.233,0.2
11.266,0.2
11.3,0.2
11.333,0.2
11.366,0.2
11.4,0.2
11.433,0.2
11.466,0.2
11.5,0.2
11.533,0.2
11.566,0.2
11.6,0.2
11.633,0.2
11.666,0.2
11.7,0.2
11.733,0.2
11.766,0.2
11.8,0.2
11.833,0.2
11.866,0.2
11.9,0.3
11.933,0.3
11.966,0.3
12,0.3
12.033,0.3
12.066,0.3
12.1,0.3
12.133,0.3
12.166,0.3
12.2,0.3
12.233,0.3
12.266,0.3
12.3,0.3
12.333,0.3
12.366,0.3
12.4,0.3
12.433,0.3
12.466,0.3
12.5,0.3
12.533,0.3
